WOS relevance rank,Authors,Article Title,Source Title,Publication Year,Volume,Issue,DOI,Relevant? Y/N,micrlocfull,micrtax,otherPhenMicrLink,MicrobesAffectPhenology,manipulationtype,inoctype,phentrait,phentrait_of,anyeffect,SelectionOnPlantMeasured,FitnessComponent,RawDataAvailable,Notes
206,"da Silva, HAP; Galisa, PD; Oliveira, RSD; Vidal, MS; Simoes-Araujo, JL",Gene expression induced by abiotic stress in cowpea nodules,PESQUISA AGROPECUARIA BRASILEIRA,2012,47,6,10.1590/S0100-204X2012000600010,n,,,n,n,,,,,,,,,
207,"Verniere, CJ; Gottwald, TR; Pruvost, O",Disease development and symptom expression of Xanthomonas axonopodis pv. citri in various citrus plant tissues,PHYTOPATHOLOGY,2003,93,7,10.1094/PHYTO.2003.93.7.832,y,shoot,,y,n,,,,,,,,,
208,"da Silva, EB; da Silva, K; Oliveira, SS; de Oliveira, PJ; Boddey, RM; Zilli, JE; Xavier, GR",Cowpea nodulation and production in response to inoculation with different rhizobia densities,PESQUISA AGROPECUARIA BRASILEIRA,2014,49,10,10.1590/S0100-204X2014001000007,n,,,n,n,,,,,,,,,
209,"Liu, PY; Cheng, AC; Huang, SW; Chang, HW; Oshida, T; Yu, HT",Variations in Gut Microbiota of Siberian Flying Squirrels Correspond to Seasonal Phenological Changes in Their Hokkaido Subarctic Forest Ecosystem,MICROBIAL ECOLOGY,2019,78,1,10.1007/s00248-018-1278-x,n,,,n,n,,,,,,,,,
210,"Lazali, M; Bargaz, A; Carlsson, G; Ounane, SM; Drevon, JJ",Discrimination against N-15 among recombinant inbred lines of Phaseolus vulgaris L. contrasting in phosphorus use efficiency for nitrogen fixation,JOURNAL OF PLANT PHYSIOLOGY,2014,171,3-4,10.1016/j.jplph.2013.07.009,n,,,n,n,,,,,,,,,
211,"Paudel, S; Bechinski, EJ; Stokes, BS; Pappu, HR; Eigenbrode, SD",Deriving Economic Models for Pea Aphid (Hemiptera: Aphididae) as a Direct-Pest and a Virus-Vector on Commercial Lentils,JOURNAL OF ECONOMIC ENTOMOLOGY,2018,111,5,10.1093/jee/toy188,n,,,n,n,,,,,,,,,
212,"Hart, MM; Zaitsoff, PD; van der Heyde, M; Pither, J",Testing life history and trait-based predictions of AM fungal community assembly,PEDOBIOLOGIA,2016,59,4,10.1016/j.pedobi.2016.06.001,n,,,n,n,,,,,,,,,
213,"Xu, TT; Chen, J; Jiang, LY; Qiao, GX",Diversity of bacteria associated with Hormaphidinae aphids (Hemiptera: Aphididae),INSECT SCIENCE,,,,10.1111/1744-7917.12746,n,,,n,n,,,,,,,,,
214,"Cristea, V; Brummer, AT; Jarda, L; Miclaus, M",In vitro culture initiation and phytohormonal influence on Dianthus henteri - a Romanian endemic species,ROMANIAN BIOTECHNOLOGICAL LETTERS,2010,15,1,,n,,,n,n,,,,,,,,,
216,"Hernandez, Y; Trujillo, G",Detection of phytopathogenic bacteria on corn (Zea mays L.) seeds,INTERCIENCIA,2001,26,3,,n,,,n,n,,,,,,,,,
217,"Chatonnet, A; Brazzolotto, X; Hotelier, T; Lenfant, N; Marchot, P; Bourne, Y",An evolutionary perspective on the first disulfide bond in members of the cholinesterase-carboxylesterase (COesterase) family: Possible outcomes for cholinesterase expression in prokaryotes,CHEMICO-BIOLOGICAL INTERACTIONS,2019,308,,10.1016/j.cbi.2019.05.016,n,,,n,n,,,,,,,,,
218,"Del Fabbro, C; Prati, D",Early responses of wild plant seedlings to arbuscular mycorrhizal fungi and pathogens,BASIC AND APPLIED ECOLOGY,2014,15,6,10.1016/j.baae.2014.08.004,n,,,n,n,,,,,,,,,
219,"Dan, QR; Adams, G; Flaherty, L; McCartney, A; Miller, JD; Edwards, S","y Influence of a Foliar Endophyte and Budburst Phenology on Survival of Wild and Laboratory-Reared Eastern Spruce Budworm, Choristoneura fumiferana on White Spruce (Picea glauca)",FORESTS,2019,10,6,10.3390/f10060503,n,,,n,n,,,,,,,,,
220,"Gu, GY; Cevallos-Cevallos, JM; Lad, GEV; van Bruggen, AHC",Organically Managed Soils Reduce Internal Colonization of Tomato Plants by Salmonella enterica Serovar Typhimurium,PHYTOPATHOLOGY,2013,103,4,10.1094/PHYTO-04-12-0072-FI,n,,,n,n,,,,,,,,,
221,"Connolly, BM; Agnew, LK; Orrock, JL",Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species,FOREST SCIENCE,2017,63,3,10.5849/FS-2016-110R3,n,,,n,n,,,,,,,,,
222,"Ishaq, SL; Seipel, T; Yeoman, CJ; Menalled, FD",Soil bacterial communities of wheat vary across the growing season and among dryland farming systems,GEODERMA,2020,358,,10.1016/j.geoderma.2019.113989,y,root,bacteria,y,n,,,,,,,,,
223,"Monteiro, RA; Schmidt, MA; de Baura, VA; Balsanelli, E; Wassem, R; Yates, MG; Randi, MAF; Pedrosa, FO; de Souza, EM","Early colonization pattern of maize (Zea mays L. Poales, Poaceae) roots by Herbaspirillum seropedicae (Burkholderiales, Oxalobacteraceae)",GENETICS AND MOLECULAR BIOLOGY,2008,31,4,10.1590/S1415-47572008005000007,n,,,n,n,,,,,,,,,
224,"Kaila, L; Mutanen, M; Nyman, T",Phylogeny of the mega-diverse Gelechioidea (Lepidoptera): Adaptations and determinants of success,MOLECULAR PHYLOGENETICS AND EVOLUTION,2011,61,3,10.1016/j.ympev.2011.08.016,n,,,n,n,,,,,,,,,
226,"Muller, T; Seyfarth, W",Starvation and nonculturable state in plant-associated lactic acid bacteria,MICROBIOLOGICAL RESEARCH,1997,152,1,,n,,,n,n,,,,,,,,,
227,"Bingham, MA; Simard, SW",Seedling genetics and life history outweigh mycorrhizal network potential to improve conifer regeneration under drought,FOREST ECOLOGY AND MANAGEMENT,2013,287,,10.1016/j.foreco.2012.09.025,n,,,n,n,,,,,,,,,
228,"Duplouy, A; Minard, G; Saastamoinen, M",The gut bacterial community affects immunity but not metabolism in a specialist herbivorous butterfly,ECOLOGY AND EVOLUTION,2020,10,16,10.1002/ece3.6573,n,,,n,n,,,,,,,,,
229,"JIMENEZ, M; LOGRIECO, A; BOTTALICO, A",OCCURRENCE AND PATHOGENICITY OF FUSARIUM SPECIES IN BANANA FRUITS,JOURNAL OF PHYTOPATHOLOGY-PHYTOPATHOLOGISCHE ZEITSCHRIFT,1993,137,3,10.1111/j.1439-0434.1993.tb01341.x,n,,,n,n,,,,,,,,,
230,"WILSON, JP; HANNA, WW; WILSON, DM; BEAVER, RW; CASPER, HH",FUNGAL AND MYCOTOXIN CONTAMINATION OF PEARL-MILLET GRAIN IN RESPONSE TO ENVIRONMENTAL-CONDITIONS IN GEORGIA,PLANT DISEASE,1993,77,2,10.1094/PD-77-0121,n,,,n,n,,,,,,,,,
231,"Ling, N; Huang, QW; Guo, SW; Shen, QR",Paenibacillus polymyxa SQR-21 systemically affects root exudates of watermelon to decrease the conidial germination of Fusarium oxysporum f.sp niveum,PLANT AND SOIL,2011,341,1-2,10.1007/s11104-010-0660-3,n,,,n,n,,,,,,,,,
232,"Kaltz, O; Shykoff, JA",Male and female Silene latifolia plants differ in per-contact risk of infection by a sexually transmitted disease,JOURNAL OF ECOLOGY,2001,89,1,10.1046/j.1365-2745.2001.00527.x,y,reproductive,fungi,y,n,,,,,,,,,
233,"Aslam, A; Leghari, SK; Asrar, M; Saeed, S; Shafi, M; Siddiqi, MF; Sumalani, MA; Maham, F; Merri, AA","PHYSICO-CHEMICAL DIVERSITY AND MICROBIAL BURDEN IN FOUR DATES PALM (PHOENIX DACTYLIFERA L.) FRUIT VARIETIES GROWN IN AGRO-CLIMATIC CONDITION OF TURBAT, BALOCHISTAN-PAKISTAN",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,17,3,10.15666/aeer/1703_66256642,n,,,n,n,,,,,,,,,
234,"Pelaez, C; Olivares, E; Cuenca, G; Izaguirre-Mayoral, ML",Manganese modulates the responses of nitrogen-supplied and Rhizobium-nodulated Phaseolus vulgaris L. to inoculation with arbuscular mycorrhizal fungi,SOIL BIOLOGY & BIOCHEMISTRY,2010,42,11,10.1016/j.soilbio.2010.07.001,n,,,n,n,,,,,,,,,
235,"Maynard, DS; Bradford, MA; Covey, KR; Lindner, D; Glaeser, J; Talbert, DA; Tinker, PJ; Walker, DM; Crowther, TW",Consistent trade-offs in fungal trait expression across broad spatial scales,NATURE MICROBIOLOGY,2019,4,5,10.1038/s41564-019-0361-5,n,,,n,n,,,,,,,,,
236,"Truc, CT; Ha, PTT; Tram, NTN; Duyen, DT",Evaluation of Enzyme Protease Activity and Inhibition Effect on Pyricularia grisea with the Leaf Extract of Commela communis L.,JOURNAL OF PURE AND APPLIED MICROBIOLOGY,2019,13,3,10.22207/JPAM.13.3.09,n,,,n,n,,,,,,,,,
237,"Smith, BJ; Sampson, BJ; Walter, M",Efficacy of Bumble Bee Disseminated Biological Control Agents for Control of Botrytis Blossom Blight of Rabbiteye Blueberry,INTERNATIONAL JOURNAL OF FRUIT SCIENCE,2012,12,1-3,10.1080/15538362.2011.619359,n,,,n,n,,,,,,,,,
238,"Ferreira, V; Voronina, E",Impact of Climate Change on Aquatic Hypho- and Terrestrial Macromycetes,CLIMATE CHANGE AND MICROBIAL ECOLOGY: CURRENT RESEARCH AND FUTURE TRENDS,2016,,,,n,,,n,n,,,,,,,,,
239,"Jaber, LR; Vidal, S","Interactions between an endophytic fungus, aphids and extrafloral nectaries: do endophytes induce extrafloral-mediated defences in Vicia faba?",FUNCTIONAL ECOLOGY,2009,23,4,10.1111/j.1365-2435.2009.01554.x,n,,,n,n,,,,,,,,,
240,"BENTIVENGA, SP; HETRICK, BAD",SEASONAL AND TEMPERATURE EFFECTS ON MYCORRHIZAL ACTIVITY AND DEPENDENCE OF COOL-SEASON AND WARM-SEASON TALLGRASS PRAIRIE GRASSES,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1992,70,8,10.1139/b92-201,y,root,MF,y,n,,,,,,,,,
241,"Varela-Cervero, S; Lopez-Garcia, A; Barea, JM; Azcon-Aguilar, C",Differences in the composition of arbuscular mycorrhizal fungal communities promoted by different propagule forms from a Mediterranean shrubland,MYCORRHIZA,2016,26,5,10.1007/s00572-016-0687-2,n,,,n,n,,,,,,,,,
242,"Lenaerts, M; Goelen, T; Paulussen, C; Herrera-Malaver, B; Steensels, J; Van den Ende, W; Verstrepen, KJ; Wackers, F; Jacquemyn, H; Lievens, B",Nectar bacteria affect life history of a generalist aphid parasitoid by altering nectar chemistry,FUNCTIONAL ECOLOGY,2017,31,11,10.1111/1365-2435.12933,n,,,n,n,,,,,,,,,
243,"Grum, DS; Cook, D; Gardner, DR; Roper, JM; Pfister, JA; Ralphs, MH",Influence of Seed Endophyte Amounts on Swainsonine Concentrations in Astragalus and Oxytropis Locoweeds,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,2012,60,33,10.1021/jf3024062,n,,,n,n,,,,,,,,,
244,"Domiciano, GP; Rodrigues, FA; Moreira, WR; de Oliveira, HV; do Vale, FXR; Filha, MSX",Silicon on the progress of spot blotch on wheat leaf flag,TROPICAL PLANT PATHOLOGY,2010,35,3,10.1590/S1982-56762010000300009,n,,,n,n,,,,,,,,,
245,"Wu, FS; Dong, MX; Liu, YJ; Ma, XJ; An, LZ; Young, JPW; Feng, HY",Effects of long-term fertilization on AM fungal community structure and Glomalin-related soil protein in the Loess Plateau of China,PLANT AND SOIL,2011,342,1-2,10.1007/s11104-010-0688-4,y,root,MF,y,n,,,,,,,,,
246,"Cao, JK; Jiang, WB",Induction of resistance in Yali pear (Pyrus bretschneideri Rehd.) fruit against postharvest diseases by acibenzolar-S-methyl sprays on trees during fruit growth,SCIENTIA HORTICULTURAE,2006,110,2,10.1016/j.scienta.2006.07.002,n,,,n,n,,,,,,,,,
247,"PACOVSKY, RS; FULLER, G",NITROGEN ASSIMILATION AND PARTITIONING IN 2 NITROGEN-FIXING CULTIVARS OF PHASEOLUS-VULGARIS L,PLANT AND SOIL,1991,132,1,10.1007/BF00011020,n,,,n,n,,,,,,,,,
249,"Biggs, AR; Miller, SS",Relative susceptibility of selected apple cultivars to fruit rot caused by Botryosphaeria obtusa,HORTSCIENCE,2004,39,2,10.21273/HORTSCI.39.2.303,n,,,n,n,,,,,,,,,
250,"Iram, S; Basri, R; Ahmad, KS; Jaffri, SB",Mycological assisted phytoremediation enhancement of bioenergy crops Zea mays and left-to-right markHelianthus annuus in heavy metal contaminated lithospheric zone,SOIL & SEDIMENT CONTAMINATION,2019,28,4,10.1080/15320383.2019.1597011,n,,,n,n,,,,,,,,,
251,"Harri, SA; Krauss, J; Muller, CB",Extended larval development time for aphid parasitoids in the presence of plant endosymbionts,ECOLOGICAL ENTOMOLOGY,2009,34,1,10.1111/j.1365-2311.2008.01037.x,n,,,n,n,,,,,,,,,
252,"Gu, GY; Hu, JH; Cevallos-Cevallos, JM; Richardson, SM; Bartz, JA; van Bruggen, AHC",Internal Colonization of Salmonella enterica Serovar Typhimurium in Tomato Plants,PLOS ONE,2011,6,11,10.1371/journal.pone.0027340,n,,,n,n,,,,,,,,,
253,"Xu, XM; Robinson, JD; Berrie, AM",Infection of blackcurrant flowers and fruits by Botrytis cinerea in relation to weather conditions and fruit age,CROP PROTECTION,2009,28,5,10.1016/j.cropro.2008.12.010,y,reproductive,fungi,y,n,,,,,,,,,
254,"Silva, MG; de Amorim, SMC",ESTRESSE SALINO EM PLANTAS DE Spondias tuberosa Arruda (Camara) COLONIZADAS COM FUNGOS MICORRIZICOS ARBUSCULARES.,REVISTA CAATINGA,2009,22,2,,n,,,n,n,,,,,,,,,
255,"Taylor, TN; Klavins, SD; Krings, M; Taylor, EL; Kerp, H; Hass, H",Fungi from the Rhynie chert: a view from the dark side,TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH-EARTH SCIENCES,2004,94,,10.1017/S026359330000081X,n,,,n,n,,,,,,,,,
256,"Hernandes, I; Brito, ODC; Cardoso, MR; Ferreira, JCA; Puerari, HH; Dias-Arieira, CR",Acibenzolar-S-methyl on Meloidogyne javanica control in lettuce,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,2017,67,7,10.1080/09064710.2017.1329453,n,,,n,n,,,,,,,,,
258,"Koziol, L; Bever, JD","AMF, phylogeny, and succession: specificity of response to mycorrhizal fungi increases for late-successional plants",ECOSPHERE,2016,7,11,10.1002/ecs2.1555,n,,,n,n,,,,,,,,,
259,"Yangilar, F",Effects of natamycin edible films fortified with essential oils on the safety and quality parameters of Kashar cheese,JOURNAL OF FOOD SAFETY,2017,37,2,10.1111/jfs.12306,n,,,n,n,,,,,,,,,
260,"Wang, YL; Krogstad, T; Clarke, N; Ogaard, AF; Clarke, JL",Impact of phosphorus on rhizosphere organic anions of wheat at different growth stages under field conditions,AOB PLANTS,2017,9,,10.1093/aobpla/plx008,n,,,n,n,,,,,,,,,
261,"Pal, S; Datta, SC; Reza, SK",Interrelationship of Organic Acids and Aluminum Concentrations in Rhizosphere and Nonrhizosphere Soil Solution of Rice in Acidic Soil,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,2011,42,8,10.1080/00103624.2011.558962,n,,,n,n,,,,,,,,,
262,"MOUTOGLIS, P; KLIRONOMOS, J; WIDDEN, P; KENDRICK, B","DIRECT OBSERVATION OF SPORES OF VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI GROWING ON SUGAR MAPLE ROOTS IN THE FIELD, USING SODIUM HEXAMETAPHOSPHATE AS A SOIL DISPERSANT",MYCOLOGIA,1995,87,3,10.2307/3760840,y,root,MF,y,n,,,,,,,,,
263,"Koziol, L; Bever, JD",Mycorrhizal response trades off with plant growth rate and increases with plant successional status,ECOLOGY,2015,96,7,10.1890/14-2208.1,n,,,n,n,,,,,,,,,
264,"Rashid, MH; El Taj, HF; Jung, C","Life-table study of mango leaf cutting weevil, Deporaus marginatus Pascoe (Coleoptera: Curculionidae) feeding on four mango cultivars",JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,2017,20,2,10.1016/j.aspen.2017.02.004,n,,,n,n,,,,,,,,,
265,"Kivlin, SN; Hawkes, CV",Differentiating between effects of invasion and diversity: impacts of aboveground plant communities on belowground fungal communities,NEW PHYTOLOGIST,2011,189,2,10.1111/j.1469-8137.2010.03494.x,n,,,n,n,,,,,,,,,
267,"Kumari, S; Khanna, V",Induction of Systemic Resistance in Chickpea (Cicer arietinum L.) Against Fusarium oxysporum f. sp. ciceris by Antagonistic Rhizobacteria in Assistance with Native Mesorhizobium,CURRENT MICROBIOLOGY,2020,77,1,10.1007/s00284-019-01805-6,n,,,n,n,,,,,,,,,
269,"German, MA; Burdman, S; Okon, Y; Kigel, J",Effects of Azospirillum brasilense on root morphology of common bean (Phaseolus vulgaris L.) under different water regimes,BIOLOGY AND FERTILITY OF SOILS,2000,32,3,10.1007/s003740000245,n,,,n,n,,,,,,,,,
270,"Guo, X; Chen, JR; Brackett, RE; Beuchat, LR",Survival of Salmonellae on and in tomato plants from the time of inoculation at flowering and early stages of fruit development through fruit ripening,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2001,67,10,10.1128/AEM.67.10.4760-4764.2001,y,shoot; reproductive,bacteria,y,n,,,,,,,,,
271,"FAGES, J; ARSAC, JF",SUNFLOWER INOCULATION WITH AZOSPIRILLUM AND OTHER PLANT-GROWTH PROMOTING RHIZOBACTERIA,PLANT AND SOIL,1991,137,1,10.1007/BF02187437,n,,,n,n,,,,,,,,,
272,"Upton, RN; Bach, EM; Hofmockel, KS",Spatio-temporal microbial community dynamics within soil aggregates,SOIL BIOLOGY & BIOCHEMISTRY,2019,132,,10.1016/j.soilbio.2019.01.016,y,root,mixed,y,n,,,,,,,,,
275,"Adegbite, AA","Screening of edible soybean varieties for resistance to the root-knot nematode, Meloidogyne incognita, under field conditions",NEMATOLOGY,2007,9,,10.1163/156854107782024848,n,,,n,n,,,,,,,,,
276,"Bressan, A; Terlizzi, F; Credi, R",Independent Origins of Vectored Plant Pathogenic Bacteria from Arthropod-Associated Arsenophonus Endosymbionts,MICROBIAL ECOLOGY,2012,63,3,10.1007/s00248-011-9933-5,n,,,n,n,,,,,,,,,
277,"Bent, E; Chanway, CP",Potential for misidentification of a spore-forming Paenibacillus polymyxa isolate as an endophyte by using culture-based methods,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2002,68,9,10.1128/AEM.68.9.4650-4652.2002,n,,,n,n,,,,,,,,,
278,"Lachaise, T; Ourry, M; Lebreton, L; Guillerm-Erckelboudt, AY; Linglin, J; Paty, C; Chaminade, V; Marnet, N; Aubert, J; Poinsot, D; Cortesero, AM; Mougel, C",Can soil microbial diversity influence plant metabolites and life history traits of a rhizophagous insect? A demonstration in oilseed rape,INSECT SCIENCE,2017,24,6,10.1111/1744-7917.12478,n,,,n,n,,,,,,,,,
280,"Liu, W; Zhang, YL; Jiang, SS; Deng, Y; Christie, P; Murray, PJ; Li, XL; Zhang, JL",Arbuscular mycorrhizal fungi in soil and roots respond differently to phosphorus inputs in an intensively managed calcareous agricultural soil,SCIENTIFIC REPORTS,2016,6,,10.1038/srep24902,y,root,MF,y,n,,,,,,,,,
281,"Silva, EFL; de Araujo, ASF; dos Santos, VB; Nunes, LAPL; Carneiro, RFV",BIOLOGICAL N-2 FIXATION IN COWPEA UNDER DIFFERENT RATES AND SOURCES OF SOLUBLE PHOSPHORUS,BIOSCIENCE JOURNAL,2010,26,3,,n,,,n,n,,,,,,,,,
282,"Zhang, Y; Zhang, KQ; Hyde, KD",The Ecology of Nematophagous Fungi in Natural Environments,NEMATODE-TRAPPING FUNGI,2014,23,,10.1007/978-94-017-8730-7_4,n,,,n,n,,,,,,,,,
284,"Bampi, D; Favara, GM; Molina, JPE; Rezende, JAM",Lack of synergistic effects in tomato plants co-infected with tomato severe rugose virus and tomato chlorosis virus,PLANT PATHOLOGY,2019,68,5,10.1111/ppa.13004,n,,,n,n,,,,,,,,,
285,"Carrier, TJ; Reitzel, AM",The Hologenime Across Environments and the Implications of a Host-Associated Microbial Repertoire,FRONTIERS IN MICROBIOLOGY,2017,8,,10.3389/fmicb.2017.00802,n,,,n,n,,,,,,,,,
286,"Chouhan, S; Chauhan, K; Kataria, S; Guruprasad, KN",Enhancement in leghemoglobin content of root nodules by exclusion of solar UV-A and UV-B radiation in soybean,JOURNAL OF PLANT BIOLOGY,2008,51,2,10.1007/BF03030722,n,,,n,n,,,,,,,,,
287,"Martins, N; Pereira, R; Abrantes, N; Pereira, J; Goncalves, F; Marques, CR",Ecotoxicological effects of ciprofloxacin on freshwater species: data integration and derivation of toxicity thresholds for risk assessment,ECOTOXICOLOGY,2012,21,4,10.1007/s10646-012-0871-x,n,,,n,n,,,,,,,,,
288,"Mganga, KZ; Razavi, BS; Sanaullah, M; Kuzyakov, Y","Phenological Stage, Plant Biomass, and Drought Stress Affect Microbial Biomass and Enzyme Activities in the Rhizosphere of Enteropogon macrostachyus",PEDOSPHERE,2019,29,2,10.1016/S1002-0160(18)60799-X,y,root,mixed,y,n,,,,,,,,,
289,"AYISI, KK; PUTNAM, DH; VANCE, CP; GRAHAM, PH","DINITROGEN FIXATION, NITROGEN AND DRY-MATTER ACCUMULATION, AND NODULATION IN WHITE LUPINE",CROP SCIENCE,1992,32,5,10.2135/cropsci1992.0011183X003200050028x,n,,,n,n,,,,,,,,,
290,"Bui, TTA; Wright, SAI; Falk, AB; Vanwalleghem, T; Van Hemelrijck, W; Hertog, MLATM; Keulemans, J; Davey, MW",Botrytis cinerea differentially induces postharvest antioxidant responses in 'Braeburn' and 'Golden Delicious' apple fruit,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,2019,99,13,10.1002/jsfa.9827,n,,,n,n,,,,,,,,,
292,"del Rio, LE; Bradley, CA; Henson, RA; Endres, GJ; Hanson, BK; Mckay, K; Halvorson, M; Porter, PM; Le Gare, DG; Lamey, HA",Impact of Sclerotinia stem rot on yield of canola,PLANT DISEASE,2007,91,2,10.1094/PDIS-91-2-0191,n,,,n,n,,,,,,,,,
293,"Vieira, RF; Vieira, C; Cardoso, EJBN; Mosquim, PR",Foliar application of molybdenum in common bean. II. Nitrogenase and nitrate reductase activities in a soil of low fertility,JOURNAL OF PLANT NUTRITION,1998,21,10,10.1080/01904169809365550,n,,,n,n,,,,,,,,,
294,"Ohsowski, BM; Zaitsoff, PD; Opik, M; Hart, MM",Where the wild things are: looking for uncultured Glomeromycota,NEW PHYTOLOGIST,2014,204,1,10.1111/nph.12894,n,,,n,n,,,,,,,,,
295,"Thomas, DC; Vandegrift, R; Ludden, A; Carroll, GC; Roy, BA",Spatial Ecology of the Fungal Genus Xylaria in a Tropical Cloud Forest,BIOTROPICA,2016,48,3,10.1111/btp.12273,n,,,n,n,,,,,,,,,
296,"Damin, S; Carrenho, R; Martins, S",The influence of mycorrhization on the growth ofZea maysL. and the sclerification of foliar tissues susceptible to chewing insect attacks,BRAZILIAN JOURNAL OF BOTANY,2020,43,3,10.1007/s40415-020-00621-8,n,,,n,n,,,,,,,,,
297,"Izumi, H",Temporal and spacial dynamics of metabolically active bacteria associated with ectomycorrhizal roots of Betula pubescens,BIOLOGY AND FERTILITY OF SOILS,2019,55,8,10.1007/s00374-019-01393-4,y,root,MF; bacteria,y,n,,,,,,,,,
298,"Voss, HH; Holzapfel, J; Hartl, L; Korzun, V; Rabenstein, F; Ebmeyer, E; Coester, H; Kempf, H; Miedaner, T",Effect of the Rht-D1 dwarfing locus on Fusarium head blight rating in three segregating populations of winter wheat,PLANT BREEDING,2008,127,4,10.1111/j.1439-0523.2008.01518.x,n,,,n,n,,,,,,,,,
299,"Agbaglo, SY; Nyaku, ST; Vigbedor, HD; Cornelius, EW",Pathogenicity of Meloidogyne incognita and Fusarium oxysporum f. sp. vasinfectum on Growth and Yield of Two Okra Varieties Cultivated in Ghana,INTERNATIONAL JOURNAL OF AGRONOMY,2020,2020,,10.1155/2020/8824165,n,,,n,n,,,,,,,,,
300,"Ren, AT; Abbott, LK; Chen, YL; Xiong, YC; Mickan, BS",Nutrient recovery from anaerobic digestion of food waste: impacts of digestate on plant growth and rhizosphere bacterial community composition and potential function in ryegrass,BIOLOGY AND FERTILITY OF SOILS,,,,10.1007/s00374-020-01477-6,n,,,n,n,,,,,,,,,
301,"Purin, S; Morton, JB",Anastomosis behavior differs between asymbiotic and symbiotic hyphae of Rhizophagus clarus,MYCOLOGIA,2013,105,3,10.3852/12-135,n,,,n,n,,,,,,,,,
