WOS relevance rank	ScorerInits	Authors	Article Title	Source Title	Publication Date	Publication Year	Volume	Issue	DOI	Relevant? Y/N	relevantpt2	Second opinion needed?	second opinion note	Plant species	who will split out individual effects in study	lifeform	mating	MicrobeM-P-O	micr.loc.raw	Micrloc.1	Micrloc.2	micrtax.raw	micrtax.sim1	micrtax.sim2	phen infl micr	phenology of microbes	culture.vsother	culture.sim	strainvcomm.raw	Strainvcomm.1	phen.trait.raw	phen.trait.2	anyeffect	direction.effect.split	direction.grouped	state.relative.too	treatment	reason/s for multiple directions of effects	selection.measured	What fitness components?	raw data available?	Notes	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes robusta	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	floral bud duration	y	expanded	various	without focal microbe	pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	here I now use the latter time to flowering as the window for bud duration	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes sulphurea	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	floral bud duration	y	narrowed	various	without focal microbe	pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	here I now use the latter time to flowering as the window for bud duration	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes candida	AO	perennial	outcross	nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	floral bud duration	y	none	various	without focal microbe	pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	here I now use the latter time to flowering as the window for bud duration	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes robusta	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	floral bud duration	y	none	various	without focal microbe	non-pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	here I now use the latter time to flowering as the window for bud duration	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes sulphurea	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	floral bud duration	y	none	various	without focal microbe	non-pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	here I now use the latter time to flowering as the window for bud duration	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes candida	AO	perennial	outcross	nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	floral bud duration	y	none	various	without focal microbe	non-pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	here I now use the latter time to flowering as the window for bud duration	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes robusta	AO	perennial		other	root	root; soil	root	AMF; various	mixed	mixed	n	n	culturing (commercial strain); direct	removed	strain; community	community	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	narrowed	various	without focal microbe	without AMF	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes sulphurea	AO	perennial		other	root	root; soil	root	AMF; various	mixed	mixed	n	n	culturing (commercial strain); direct	removed	strain; community	community	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	none	various	without focal microbe	without AMF	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes candida	AO	perennial	outcross	other	root	root; soil	root	AMF; various	mixed	mixed	n	n	culturing (commercial strain); direct	removed	strain; community	community	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	none	various	without focal microbe	without AMF	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes robusta	AO	perennial		other	root	root; soil	root	AMF; various	mixed	mixed	n	n	culturing (commercial strain); direct	removed	strain; community	community	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	none	various	without focal microbe	with AMF	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes sulphurea	AO	perennial		other	root	root; soil	root	AMF; various	mixed	mixed	n	n	culturing (commercial strain); direct	removed	strain; community	community	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	expanded	various	without focal microbe	with AMF	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes candida	AO	perennial	outcross	other	root	root; soil	root	AMF; various	mixed	mixed	n	n	culturing (commercial strain); direct	removed	strain; community	community	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	none	various	without focal microbe	with AMF	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes robusta	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	none	various	without focal microbe	pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes sulphurea	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	expanded	various	without focal microbe	pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes candida	AO	perennial	outcross	nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	expanded	various	without focal microbe	pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes robusta	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	expanded	various	without focal microbe	non-pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes sulphurea	AO	perennial		nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	expanded	various	without focal microbe	non-pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
81	AO	Scagel, CF	Soil pasteurization and inoculation with Glomus intraradices alters flower production and bulb composition of Zephyranthes spp.	JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	NOV	2003	78	6	10.1080/14620316.2003.11511702	y	y	n		Zephyranthes candida	AO	perennial	outcross	nutrients	root	root; soil	root	AMF; various	AMF	MF	n	n	culturing (commercial strain); direct	culture	strain; community	strain	shoot emergence; flowering bud; flowering time; flowering duration	flowering duration	y	none	various	without focal microbe	non-pasturized soil	multiple plant species; mutliple traits; multiple microbes	n		n	longevity of single flower, i think, and plants produce multiple	
41	AO	Thakur, RN; Arya, PS; Thakur, SK	Response of french bean (Phaseolus vulgaris) varieties to fertilizer levels, Rhizobium inoculation and their residual effect on onion (Allium cepa) in mid-hills of north-western Himalayas	INDIAN JOURNAL OF AGRICULTURAL SCIENCES	JUN	1999	69	6		y	y	n	not found by Nichole or Anna	Phaseolus vulgaris	AO	annual	both	nutrients	soil	root	root	rhizobium	rhizobia	bacteria	n	n	cutlture	culture	strain	strain	flowering time	flowering time	y	earlier	delay	without focal microbe			n	n	n	item not available, info from abstract only: I COULD NOT SPLIT THIS EVEN THOUGH THERE ARE THREE CULTIVARS i suspect they all respond the same given the abstract, but can't say	
413	AO	Cettul, E; Firrao, G	Development of phytoplasma-induced flower symptoms in Arabidopsis Thaliana	PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY	DEC	2011	76	3-4	10.1016/j.pmpp.2011.09.001	y?	y?	y?	descriptive no actual dates; but photoperiod & plant phenological responses to it change the transmission probability of bacteria disease	Arabidopsis thaliana	AO	annual	selfer	pathogen	systemic	systemic	root; shoot; reproductive	bacteria	bacteria	bacteria	y	n	culturing	culture	strains	strain	floral budburst	flowering time	y	earlier	earlier	without focal microbe		only in early inflorescences - later flowers are morphologically so very altered that timing of events unclear; other genotypes clearly respond in reproductive timing based on pictures - but it is not discussed	n			not sure if should include	
